Licence No.,Licensee,Street#,Street Name,Unit,City,Postal Code,Bus. Phone,Operating As,Ward,Category
P90-4427861,CANADIAN COMMUNITY SUPPORT FOUNDATION,1393,WILSON AVE,,"TORONTO, ON",M3M 1H6,,,9,CLOTHING DROP BOX LOCATION PERMIT
P90-4427863,CANADIAN COMMUNITY SUPPORT FOUNDATION,2980,DON MILLS RD,,"TORONTO, ON",M2J 3B9,,,33,CLOTHING DROP BOX LOCATION PERMIT
P90-4427864,CANADIAN COMMUNITY SUPPORT FOUNDATION,20,ESTERBROOKE AVE,,"TORONTO, ON",M2J 2C3,,,33,CLOTHING DROP BOX LOCATION PERMIT
P90-4427875,CANADIAN COMMUNITY SUPPORT FOUNDATION,3205,YONGE ST,,"TORONTO, ON",M4N 2L3,,,25,CLOTHING DROP BOX LOCATION PERMIT
P90-4427941,CANADIAN COMMUNITY SUPPORT FOUNDATION,1455,WILSON AVE,,"TORONTO, ON",M3M 1H4,,,9,CLOTHING DROP BOX LOCATION PERMIT
P90-4427944,CANADIAN COMMUNITY SUPPORT FOUNDATION,1277,WILSON AVE,,"TORONTO, ON",M3M 1K1,,,9,CLOTHING DROP BOX LOCATION PERMIT
P90-4427945,CANADIAN COMMUNITY SUPPORT FOUNDATION,2900,JANE ST,,"TORONTO, ON",M3N 2J7,,,7,CLOTHING DROP BOX LOCATION PERMIT
P90-4427946,CANADIAN COMMUNITY SUPPORT FOUNDATION,1795,JANE ST,,"TORONTO, ON",M9N 2S7,,,12,CLOTHING DROP BOX LOCATION PERMIT
P90-4427976,CANADIAN COMMUNITY SUPPORT FOUNDATION,921,WILSON AVE,,"TORONTO, ON",M3K 1E9,,,9,CLOTHING DROP BOX LOCATION PERMIT
P90-4427977,CANADIAN COMMUNITY SUPPORT FOUNDATION,450,WINONA DR,,"TORONTO, ON",M6C 3T9,,,17,CLOTHING DROP BOX LOCATION PERMIT
P90-4427980,CANADIAN COMMUNITY SUPPORT FOUNDATION,88,ALTON TOWERS CIR,,"TORONTO, ON",M1V 5C5,,,41,CLOTHING DROP BOX LOCATION PERMIT
P90-4428332,B'NAI BRITH NATIONAL ORGANIZATION OF CANADA,638,SHEPPARD AVE W,,"TORONTO, ON",M3H 2S1,(416) 633-6224,,10,CLOTHING DROP BOX LOCATION PERMIT
P90-4428333,B'NAI BRITH NATIONAL ORGANIZATION OF CANADA,638,SHEPPARD AVE W,,"TORONTO, ON",M3H 2S1,(416) 633-6224,,10,CLOTHING DROP BOX LOCATION PERMIT
P90-4428807,OASIS ADDICTION RECOVERY SOCIETY,1081,PROGRESS AVE,,"TORONTO, ON",M1B 5Z6,(416) 751-0553,,42,CLOTHING DROP BOX LOCATION PERMIT
P90-4428825,GREEN EARTH USED CLOTHING RECYCLING INC,743,BIRCHMOUNT RD,,"TORONTO, ON",M1K 1R5,(416) 894-1666,,35,CLOTHING DROP BOX LOCATION PERMIT
P90-4428847,GREEN EARTH USED CLOTHING RECYCLING INC,609,THE EAST MALL,,"TORONTO, ON",M9B 4A9,(416) 894-1666,,3,CLOTHING DROP BOX LOCATION PERMIT
P90-4428855,GREEN EARTH USED CLOTHING RECYCLING INC,1300,CASTLEFIELD AVE,,"TORONTO, ON",M6B 4B3,(416) 894-1666,,15,CLOTHING DROP BOX LOCATION PERMIT
P90-4428856,GREEN EARTH USED CLOTHING RECYCLING INC,435,BROWNS LINE,,"TORONTO, ON",M8W 3V1,(416) 894-1666,,6,CLOTHING DROP BOX LOCATION PERMIT
P90-4428857,GREEN EARTH USED CLOTHING RECYCLING INC,4050,BLOOR ST W,,"TORONTO, ON",M9B 1M5,(416) 894-1666,,5,CLOTHING DROP BOX LOCATION PERMIT
P90-4428985,GREEN EARTH USED CLOTHING RECYCLING INC,2333,KEELE ST,,"TORONTO, ON",M6M 4A1,(416) 894-1666,,12,CLOTHING DROP BOX LOCATION PERMIT
P90-4428993,GREEN EARTH USED CLOTHING RECYCLING INC,2601,EGLINTON AVE E,,"TORONTO, ON",M1K 2S1,(416) 894-1666,,37,CLOTHING DROP BOX LOCATION PERMIT
P90-4429002,GREEN EARTH USED CLOTHING RECYCLING INC,3160,EGLINTON AVE E,,"TORONTO, ON",M1J 2H4,(416) 894-1666,,38,CLOTHING DROP BOX LOCATION PERMIT
P90-4429013,GREEN EARTH USED CLOTHING RECYCLING INC,521,MARLEE AVE,,"TORONTO, ON",M6B 3J3,(416) 894-1666,,15,CLOTHING DROP BOX LOCATION PERMIT
P90-4429020,GREEN EARTH USED CLOTHING RECYCLING INC,707,KENNEDY RD,,"TORONTO, ON",M1K 2C1,(416) 894-1666,,35,CLOTHING DROP BOX LOCATION PERMIT
P90-4429026,GREEN EARTH USED CLOTHING RECYCLING INC,3497,DUNDAS ST W,,"TORONTO, ON",M6S 2S6,(416) 894-1666,,13,CLOTHING DROP BOX LOCATION PERMIT
P90-4429067,GREEN EARTH USED CLOTHING RECYCLING INC,356,EASTERN AVE,,"TORONTO, ON",M4M 1B8,(416) 894-1666,,30,CLOTHING DROP BOX LOCATION PERMIT
P90-4429069,GREEN EARTH USED CLOTHING RECYCLING INC,1110,FLINT RD,,"TORONTO, ON",M3J 2J5,(416) 894-1666,,8,CLOTHING DROP BOX LOCATION PERMIT
P90-4429070,GREEN EARTH USED CLOTHING RECYCLING INC,150,CLONMORE DR,,"TORONTO, ON",M1N 1Y1,(416) 894-1666,,36,CLOTHING DROP BOX LOCATION PERMIT
P90-4429072,GREEN EARTH USED CLOTHING RECYCLING INC,404,OLD WESTON RD,,"TORONTO, ON",M6N 3B1,(416) 894-1666,,17,CLOTHING DROP BOX LOCATION PERMIT
P90-4430372,AMJ RECYCLING INC,3700,MIDLAND AVE,,"TORONTO, ON",M1V 4V3,(647) 295-6973,AMJ RECYCLING INC,41,CLOTHING DROP BOX LOCATION PERMIT
P90-4430377,AMJ RECYCLING INC,6065,STEELES AVE E,,"TORONTO, ON",M1X 0A8,(647) 295-6973,AMJ RECYCLING INC,42,CLOTHING DROP BOX LOCATION PERMIT
P90-4430378,AMJ RECYCLING INC,3331,MARKHAM RD,,"TORONTO, ON",M1X 1S8,(647) 295-6973,AMJ RECYCLING INC,42,CLOTHING DROP BOX LOCATION PERMIT
P90-4430918,AMJ RECYCLING INC,3493,KINGSTON RD,,"TORONTO, ON",M1M 1R4,(647) 295-6973,,36,CLOTHING DROP BOX LOCATION PERMIT
P90-4431324,CANADIAN COMMUNITY SUPPORT FOUNDATION,2375,STEELES AVE W,,"TORONTO, ON",M3J 3A8,,,8,CLOTHING DROP BOX LOCATION PERMIT
P90-4532519,AMJ RECYCLING INC,4675,STEELES AVE E,,"TORONTO, ON",M1V 4S5,(647) 295-6973,AMJ RECYCLING,41,CLOTHING DROP BOX LOCATION PERMIT
P90-4532523,AMJ RECYCLING INC,5739-5745,FINCH AVE E,,"TORONTO, ON",M1B 2G5,(647) 295-6973,,42,CLOTHING DROP BOX LOCATION PERMIT
P90-4532525,AMJ RECYCLING INC,3967,LAWRENCE AVE E,,"TORONTO, ON",M1G 1S2,(647) 295-6973,,43,CLOTHING DROP BOX LOCATION PERMIT
P90-4532527,AMJ RECYCLING INC,90,HALSEY AVE,,"TORONTO, ON",M4B 1A9,(647) 295-6973,,31,CLOTHING DROP BOX LOCATION PERMIT
P90-4532528,AMJ RECYCLING INC,896,EGLINTON AVE E,,"TORONTO, ON",M4G 2L2,(647) 295-6973,,26,CLOTHING DROP BOX LOCATION PERMIT
P90-4532531,AMJ RECYCLING INC,20,TUXEDO CRT,,"TORONTO, ON",M1G 3S5,(647) 295-6973,,38,CLOTHING DROP BOX LOCATION PERMIT
P90-4532533,AMJ RECYCLING INC,96,DEARHAM WOOD,,"TORONTO, ON",M1E 1S4,(647) 295-6973,,43,CLOTHING DROP BOX LOCATION PERMIT
P90-4532535,AMJ RECYCLING INC,200,MARKHAM RD,,"TORONTO, ON",M1J 3C2,(647) 295-6973,,38,CLOTHING DROP BOX LOCATION PERMIT
P90-4532540,AMJ RECYCLING INC,3090,LAKE SHORE BLVD W,,"TORONTO, ON",M8V 1L2,(647) 295-6973,AMJ RECYCLING,6,CLOTHING DROP BOX LOCATION PERMIT
P90-4532541,AMJ RECYCLING INC,1677,O'CONNOR DR,,"TORONTO, ON",M4A 1W5,(647) 295-6973,AMJ RECYCLING,34,CLOTHING DROP BOX LOCATION PERMIT
P90-4532544,AMJ RECYCLING INC,40,TUXEDO CRT,,"TORONTO, ON",M1G 3S7,(647) 295-6973,AMJ RECYCLING,38,CLOTHING DROP BOX LOCATION PERMIT
P90-4532545,AMJ RECYCLING INC,420,HORNER AVE,,"TORONTO, ON",M8W 2A4,(647) 295-6973,AMJ RECYCLING,6,CLOTHING DROP BOX LOCATION PERMIT
P90-4532546,AMJ RECYCLING INC,2272,LAKE SHORE BLVD W,,"TORONTO, ON",M8V 1A9,(647) 295-6973,,6,CLOTHING DROP BOX LOCATION PERMIT
P90-4532549,AMJ RECYCLING INC,2308,LAKE SHORE BLVD W,,"TORONTO, ON",M8V 1B5,(647) 295-6973,,6,CLOTHING DROP BOX LOCATION PERMIT
P90-4532562,AMJ RECYCLING INC,1951,EGLINTON AVE W,,"TORONTO, ON",M6E 2J7,(647) 295-6973,,17,CLOTHING DROP BOX LOCATION PERMIT
P90-4532563,AMJ RECYCLING INC,4015,SHEPPARD AVE E,,"TORONTO, ON",M1S 1S7,(647) 295-6973,,40,CLOTHING DROP BOX LOCATION PERMIT
P90-4532565,AMJ RECYCLING INC,285,MORNINGSIDE AVE,,"TORONTO, ON",M1E 3G1,(647) 295-6973,,44,CLOTHING DROP BOX LOCATION PERMIT
P90-4532566,AMJ RECYCLING INC,111,STRACHAN AVE,,"TORONTO, ON",M6J 2S7,(647) 295-6973,,19,CLOTHING DROP BOX LOCATION PERMIT
P90-4532569,AMJ RECYCLING INC,3551,SHEPPARD AVE E,,"TORONTO, ON",M1T 3K8,(647) 295-6973,,40,CLOTHING DROP BOX LOCATION PERMIT
P90-4532570,AMJ RECYCLING INC,3524,BATHURST ST,,"TORONTO, ON",M6A 2C6,(647) 295-6973,,15,CLOTHING DROP BOX LOCATION PERMIT
P90-4533961,AMJ RECYCLING INC,151,MORNINGSIDE AVE,,"TORONTO, ON",M1E 3C8,(647) 295-6973,,44,CLOTHING DROP BOX LOCATION PERMIT
P90-4533962,AMJ RECYCLING INC,1021,MARKHAM RD,,"TORONTO, ON",M1H 2Y5,(647) 295-6973,,38,CLOTHING DROP BOX LOCATION PERMIT
P90-4533963,AMJ RECYCLING INC,6023,YONGE ST,,"TORONTO, ON",M2M 3W2,(647) 295-6973,,24,CLOTHING DROP BOX LOCATION PERMIT
P90-4534787,JACS TORONTO,68,SHEPPARD AVE W,,"TORONTO, ON",M2N 1M4,(416) 638-0350,,23,CLOTHING DROP BOX LOCATION PERMIT
P90-4534789,JACS TORONTO,25,GLENFOREST RD,,"TORONTO, ON",M4N 2A1,(416) 638-0350,,25,CLOTHING DROP BOX LOCATION PERMIT
P90-4534792,JACS TORONTO,912,EGLINTON AVE W,,"TORONTO, ON",M6C 2C2,(416) 638-0350,,21,CLOTHING DROP BOX LOCATION PERMIT
P90-4534793,JACS TORONTO,995,EGLINTON AVE W,,"TORONTO, ON",M6C 2C7,(416) 638-0350,,21,CLOTHING DROP BOX LOCATION PERMIT
P90-4534795,JACS TORONTO,125,BURNABY BLVD,,"TORONTO, ON",M5N 1G3,(416) 638-0350,,16,CLOTHING DROP BOX LOCATION PERMIT
P90-4534797,JACS TORONTO,400,KEELE ST,,"TORONTO, ON",M6P 2L1,(416) 638-0350,,13,CLOTHING DROP BOX LOCATION PERMIT
P90-4534799,JACS TORONTO,1880,AVENUE RD,,"TORONTO, ON",M5M 3Z8,(416) 638-0350,,16,CLOTHING DROP BOX LOCATION PERMIT
P90-4534814,JACS TORONTO,789,ST CLAIR AVE W,,"TORONTO, ON",M6C 1B7,(416) 638-0350,,21,CLOTHING DROP BOX LOCATION PERMIT
P90-4534816,JACS TORONTO,351,KEELE ST,,"TORONTO, ON",M6P 2K6,(416) 638-0350,,14,CLOTHING DROP BOX LOCATION PERMIT
P90-4534925,AMJ RECYCLING INC,2050,KEELE ST,,"TORONTO, ON",M6M 3Y7,(647) 295-6973,,12,CLOTHING DROP BOX LOCATION PERMIT
P90-4543107,AMJ RECYCLING INC,2850,KINGSTON RD,,"TORONTO, ON",M1M 1M7,(647) 295-6973,AMJ RECYCLING INC,36,CLOTHING DROP BOX LOCATION PERMIT
P90-4543108,AMJ RECYCLING INC,400,SEWELLS RD,,"TORONTO, ON",M1B 5K8,(647) 295-6973,AMJ RECYCLING INC,42,CLOTHING DROP BOX LOCATION PERMIT
P90-4543109,AMJ RECYCLING INC,2372,EGLINTON AVE E,,"TORONTO, ON",M1K 2P3,(647) 295-6973,AMJ RECYCLING INC,37,CLOTHING DROP BOX LOCATION PERMIT
P90-4543110,AMJ RECYCLING INC,1493,EGLINTON AVE W,,"TORONTO, ON",M6E 2G6,(647) 295-6973,AMJ RECYCLING INC,15,CLOTHING DROP BOX LOCATION PERMIT
P90-4543111,AMJ RECYCLING INC,1539,JANE ST,,"TORONTO, ON",M9N 2R3,(647) 295-6973,AMJ RECYCLING INC,12,CLOTHING DROP BOX LOCATION PERMIT
P90-4543113,AMJ RECYCLING INC,1500,WILSON AVE,,"TORONTO, ON",M3M 1K4,(647) 295-6973,AMJ RECYCLING INC,9,CLOTHING DROP BOX LOCATION PERMIT
P90-4543115,AMJ RECYCLING INC,4911-4919,STEELES AVE E,,"TORONTO, ON",M1V 4Z4,(647) 295-6973,AMJ RECYCLING INC,41,CLOTHING DROP BOX LOCATION PERMIT
P90-4544237,CANADIAN COMMUNITY SUPPORT FOUNDATION,2360,BIRCHMOUNT RD,,"TORONTO, ON",M1T 2M4,,,40,CLOTHING DROP BOX LOCATION PERMIT
P90-4544397,AMJ RECYCLING INC,1736,EGLINTON AVE W,,"TORONTO, ON",M6E 2H6,(647) 295-6973,AMJ RECYCLING INC,15,CLOTHING DROP BOX LOCATION PERMIT
P90-4544399,AMJ RECYCLING INC,1820,KEELE ST,,"TORONTO, ON",M6M 3X1,(647) 295-6973,AMJ RECYCLING INC,12,CLOTHING DROP BOX LOCATION PERMIT
P90-4544400,AMJ RECYCLING INC,3143,EGLINTON AVE E,,"TORONTO, ON",M1J 2G2,(647) 295-6973,AMJ RECYCLING INC,36,CLOTHING DROP BOX LOCATION PERMIT
P90-4544401,AMJ RECYCLING INC,4455,SHEPPARD AVE E,,"TORONTO, ON",M1S 3G9,(647) 295-6973,AMJ RECYCLING INC,41,CLOTHING DROP BOX LOCATION PERMIT
P90-4544439,B & T TEXTILE INC,548,ROGERS RD,,"TORONTO, ON",M6M 1B5,(647) 221-8531,B & T TEXTILE,12,CLOTHING DROP BOX LOCATION PERMIT
P90-4544595,AMJ RECYCLING INC,723-733,KENNEDY RD,,"TORONTO, ON",M1K 2C6,(647) 295-6973,AMJ RECYCLING INC,35,CLOTHING DROP BOX LOCATION PERMIT
P90-4544596,AMJ RECYCLING INC,373,MARLEE AVE,,"TORONTO, ON",M6B 3H9,(647) 295-6973,AMJ RECYCLING INC,15,CLOTHING DROP BOX LOCATION PERMIT
P90-4646224,AMJ RECYCLING INC,880,ELLESMERE RD,,"TORONTO, ON",M1P 2W6,(647) 295-6973,AMJ RECYCLING INC,40,CLOTHING DROP BOX LOCATION PERMIT
P90-4646226,AMJ RECYCLING INC,2231,VICTORIA PARK AVE,,"TORONTO, ON",M1R 1V8,(647) 295-6973,AMJ RECYCLING INC,40,CLOTHING DROP BOX LOCATION PERMIT
P90-4646269,AMJ RECYCLING INC,3275,SHEPPARD AVE E,,"TORONTO, ON",M1T 3P1,(647) 295-6973,AMJ RECYCLING INC,40,CLOTHING DROP BOX LOCATION PERMIT
P90-4646308,CANADIAN COMMUNITY SUPPORT FOUNDATION,25,PARKWAY FOREST DR,,"TORONTO, ON",M2J 1L4,,,33,CLOTHING DROP BOX LOCATION PERMIT
P90-4646311,CANADIAN COMMUNITY SUPPORT FOUNDATION,120,PERTH AVE,,"TORONTO, ON",M6P 4E1,,,18,CLOTHING DROP BOX LOCATION PERMIT
P90-4646312,CANADIAN COMMUNITY SUPPORT FOUNDATION,1,DE BOERS DR,,"TORONTO, ON",M3J 0G6,,,8,CLOTHING DROP BOX LOCATION PERMIT
P90-4646313,CANADIAN COMMUNITY SUPPORT FOUNDATION,940,CALEDONIA RD,,"TORONTO, ON",M6B 3Y4,,,15,CLOTHING DROP BOX LOCATION PERMIT
P90-4646314,CANADIAN COMMUNITY SUPPORT FOUNDATION,1577,LAWRENCE AVE W,,"TORONTO, ON",M6L 1C4,,,12,CLOTHING DROP BOX LOCATION PERMIT
P90-4646315,CANADIAN COMMUNITY SUPPORT FOUNDATION,100,LOTHERTON PTWAY,,"TORONTO, ON",M6B 2G8,,,15,CLOTHING DROP BOX LOCATION PERMIT
P90-4646317,CANADIAN COMMUNITY SUPPORT FOUNDATION,5,BELLEVUE CRES,,"TORONTO, ON",M9N 1G5,,,11,CLOTHING DROP BOX LOCATION PERMIT
P90-4646318,CANADIAN COMMUNITY SUPPORT FOUNDATION,30,GODSTONE RD,,"TORONTO, ON",M2J 3C6,,,33,CLOTHING DROP BOX LOCATION PERMIT
P90-4646319,CANADIAN COMMUNITY SUPPORT FOUNDATION,24,LEITH HILL RD,,"TORONTO, ON",M2J 1Z3,,,33,CLOTHING DROP BOX LOCATION PERMIT
P90-4646320,CANADIAN COMMUNITY SUPPORT FOUNDATION,35,SHOREHAM DR,,"TORONTO, ON",M3N 1S5,,,8,CLOTHING DROP BOX LOCATION PERMIT
P90-4646321,CANADIAN COMMUNITY SUPPORT FOUNDATION,2999,JANE ST,,"TORONTO, ON",M3N 2J9,,,8,CLOTHING DROP BOX LOCATION PERMIT
P90-4646322,CANADIAN COMMUNITY SUPPORT FOUNDATION,1125,SHEPPARD AVE E,,"TORONTO, ON",M2K 1C5,,,24,CLOTHING DROP BOX LOCATION PERMIT
P90-4646323,CANADIAN COMMUNITY SUPPORT FOUNDATION,2940,JANE ST,,"TORONTO, ON",M3N 2V4,,,7,CLOTHING DROP BOX LOCATION PERMIT
P90-4646327,CANADIAN COMMUNITY SUPPORT FOUNDATION,2350,BIRCHMOUNT RD,,"TORONTO, ON",M1T 3N4,,,40,CLOTHING DROP BOX LOCATION PERMIT
P90-4646328,CANADIAN COMMUNITY SUPPORT FOUNDATION,4400,JANE ST,,"TORONTO, ON",M3N 2K4,,,8,CLOTHING DROP BOX LOCATION PERMIT
P90-4646329,CANADIAN COMMUNITY SUPPORT FOUNDATION,335,DRIFTWOOD AVE,,"TORONTO, ON",M3N 2P3,,,8,CLOTHING DROP BOX LOCATION PERMIT
P90-4646345,AMJ RECYCLING INC,80,ELLESMERE RD,,"TORONTO, ON",M1R 4C2,(647) 295-6973,AMJ RECYCLING INC,40,CLOTHING DROP BOX LOCATION PERMIT
P90-4646351,CANADIAN COMMUNITY SUPPORT FOUNDATION,345,DRIFTWOOD AVE,,"TORONTO, ON",M3N 2P4,,,8,CLOTHING DROP BOX LOCATION PERMIT
P90-4646353,CANADIAN COMMUNITY SUPPORT FOUNDATION,750,WILSON HEIGHTS BLVD,,"TORONTO, ON",M3H 6B1,,,10,CLOTHING DROP BOX LOCATION PERMIT
P90-4646354,CANADIAN COMMUNITY SUPPORT FOUNDATION,787,JANE ST,,"TORONTO, ON",M6N 4B6,,,11,CLOTHING DROP BOX LOCATION PERMIT
P90-4646355,CANADIAN COMMUNITY SUPPORT FOUNDATION,777,JANE ST,,"TORONTO, ON",M6N 4B6,,,11,CLOTHING DROP BOX LOCATION PERMIT
P90-4646357,CANADIAN COMMUNITY SUPPORT FOUNDATION,15,TOBERMORY DR,,"TORONTO, ON",M3N 2R5,,,8,CLOTHING DROP BOX LOCATION PERMIT
P90-4646361,CANADIAN COMMUNITY SUPPORT FOUNDATION,9,ESTERBROOKE AVE,,"TORONTO, ON",M2J 2C5,,,33,CLOTHING DROP BOX LOCATION PERMIT
P90-4646362,CANADIAN COMMUNITY SUPPORT FOUNDATION,17-25,LASCELLES BLVD,,"TORONTO, ON",M4V 2B6,,,22,CLOTHING DROP BOX LOCATION PERMIT
P90-4646363,CANADIAN COMMUNITY SUPPORT FOUNDATION,17,SHOREHAM CRT,,"TORONTO, ON",M3N 1T4,,,8,CLOTHING DROP BOX LOCATION PERMIT
P90-4646690,ONTARIO FEDERATION FOR THE CEREBRAL PALSIED,23,GAGE AVE,,"TORONTO, ON",M1J 1T3,(416) 244-9686,,38,CLOTHING DROP BOX LOCATION PERMIT
P90-4647068,AMJ RECYCLING INC,1913,ELLESMERE RD,,"TORONTO, ON",M1H 2W5,(647) 295-6973,AMJ RECYCLING INC,38,CLOTHING DROP BOX LOCATION PERMIT
P90-4647071,AMJ RECYCLING INC,1193-1199,BIRCHMOUNT RD,,"TORONTO, ON",M1P 2C1,(647) 295-6973,AMJ RECYCLING INC,37,CLOTHING DROP BOX LOCATION PERMIT
P90-4647072,AMJ RECYCLING INC,2950,JANE ST,,"TORONTO, ON",M3N 3A4,(647) 295-6973,AMJ RECYCLING INC,7,CLOTHING DROP BOX LOCATION PERMIT
P90-4647073,AMJ RECYCLING INC,3930,LAWRENCE AVE E,,"TORONTO, ON",M1G 1R7,(647) 295-6973,AMJ RECYCLING INC,43,CLOTHING DROP BOX LOCATION PERMIT
P90-4647074,AMJ RECYCLING INC,1071,MIDLAND AVE,,"TORONTO, ON",M1K 4G7,(647) 295-6973,AMJ RECYCLING INC,37,CLOTHING DROP BOX LOCATION PERMIT
P90-4647075,AMJ RECYCLING INC,761,JANE ST,,"TORONTO, ON",M6N 4B4,(647) 295-6973,AMJ RECYCLING INC,11,CLOTHING DROP BOX LOCATION PERMIT
P90-4647607,ONTARIO FEDERATION FOR THE CEREBRAL PALSIED,40,AURORA CRT,,"TORONTO, ON",M1W 2M5,(416) 244-9686,,40,CLOTHING DROP BOX LOCATION PERMIT
P90-4647608,ONTARIO FEDERATION FOR THE CEREBRAL PALSIED,50,AURORA CRT,,"TORONTO, ON",M1W 2M6,(416) 244-9686,,40,CLOTHING DROP BOX LOCATION PERMIT
P90-4647615,ONTARIO FEDERATION FOR THE CEREBRAL PALSIED,20,CHICHESTER PL,,"TORONTO, ON",M1T 1G6,(416) 244-9686,,40,CLOTHING DROP BOX LOCATION PERMIT
P90-4647711,CANADIAN DIABETES ASSOCIATION,20,CARABOB CRT,,"TORONTO, ON",M1T 3N1,(416) 363-3373,,40,CLOTHING DROP BOX LOCATION PERMIT
P90-4647714,CANADIAN DIABETES ASSOCIATION,20,CARABOB CRT,,"TORONTO, ON",M1T 3N1,(416) 363-3373,,40,CLOTHING DROP BOX LOCATION PERMIT
P90-4648191,B'NAI BRITH NATIONAL ORGANIZATION OF CANADA,59,LISSOM CRES,,"TORONTO, ON",M2R 2P2,(416) 633-6224,,10,CLOTHING DROP BOX LOCATION PERMIT
P90-4648898,AMJ RECYCLING INC,118,DAWES RD,,"TORONTO, ON",M4C 5B6,(647) 295-6973,AMJ RECYCLING INC,31,CLOTHING DROP BOX LOCATION PERMIT
P90-4648901,AMJ RECYCLING INC,2584,BIRCHMOUNT RD,,"TORONTO, ON",M1T 2M5,(647) 295-6973,AMJ RECYCLING INC,40,CLOTHING DROP BOX LOCATION PERMIT
P90-4648994,ONTARIO FEDERATION FOR THE CEREBRAL PALSIED,640,SHEPPARD AVE E,,"TORONTO, ON",M2K 1B8,(416) 244-9686,,24,CLOTHING DROP BOX LOCATION PERMIT
P90-4648997,ONTARIO FEDERATION FOR THE CEREBRAL PALSIED,25,BISHOP TUTU BLVD,,"TORONTO, ON",M5V 2Z9,(416) 244-9686,,19,CLOTHING DROP BOX LOCATION PERMIT
P90-4649001,ONTARIO FEDERATION FOR THE CEREBRAL PALSIED,1,BIGGIN CRT,,"TORONTO, ON",M4A 1L9,(416) 244-9686,,34,CLOTHING DROP BOX LOCATION PERMIT
P90-4649003,ONTARIO FEDERATION FOR THE CEREBRAL PALSIED,2,TRIBURNHAM PL,,"TORONTO, ON",M9C 3P4,(416) 244-9686,,3,CLOTHING DROP BOX LOCATION PERMIT
P90-4649015,ONTARIO FEDERATION FOR THE CEREBRAL PALSIED,51,TRAILRIDGE CRES,,"TORONTO, ON",M1E 4S9,(416) 244-9686,,43,CLOTHING DROP BOX LOCATION PERMIT
P90-4649016,ONTARIO FEDERATION FOR THE CEREBRAL PALSIED,1217,YORK MILLS RD,,"TORONTO, ON",M3A 1Y4,(416) 244-9686,,34,CLOTHING DROP BOX LOCATION PERMIT
P90-4649190,CANADIAN DIABETES ASSOCIATION,602-604,BROWNS LINE,,"TORONTO, ON",M8W 3V5,(416) 363-3373,,6,CLOTHING DROP BOX LOCATION PERMIT
P90-4649192,CANADIAN DIABETES ASSOCIATION,60,GUILDWOOD PKY,,"TORONTO, ON",M1E 1N9,(416) 363-3373,,43,CLOTHING DROP BOX LOCATION PERMIT
P90-4649193,CANADIAN DIABETES ASSOCIATION,159,DYNAMIC DR,,"TORONTO, ON",M1V 5L8,(416) 363-3373,,41,CLOTHING DROP BOX LOCATION PERMIT
P90-4649194,CANADIAN DIABETES ASSOCIATION,3750,LAWRENCE AVE E,,"TORONTO, ON",M1G 1R1,(416) 363-3373,,43,CLOTHING DROP BOX LOCATION PERMIT
P90-4649195,CANADIAN DIABETES ASSOCIATION,2681,DANFORTH AVE,,"TORONTO, ON",M4C 1L4,(416) 363-3373,,32,CLOTHING DROP BOX LOCATION PERMIT
P90-4649196,CANADIAN DIABETES ASSOCIATION,3464,LAKE SHORE BLVD W,,"TORONTO, ON",M8W 1N4,(416) 363-3373,,6,CLOTHING DROP BOX LOCATION PERMIT
P90-4649197,CANADIAN DIABETES ASSOCIATION,2,GOWER ST,,"TORONTO, ON",M4B 1E2,(416) 363-3373,,31,CLOTHING DROP BOX LOCATION PERMIT
P90-4649198,CANADIAN DIABETES ASSOCIATION,150,EIGHTH ST,,"TORONTO, ON",M8V 3C6,(416) 363-3373,,6,CLOTHING DROP BOX LOCATION PERMIT
